text,label
電影的敘事野心過大，結果導致故事線索過多，沒有一條能講好。,0
演員的外形與角色嚴重不符，無論演技多好都讓人難以入戲。,0
故事通篇都在賣慘，角色的悲劇完全是為了博取觀眾的同情而設計的。,0
這部電影的轉場非常生硬，經常使用淡入淡出的方式來敷衍了事。,0
影片試圖捕捉時代情緒，但呈現出來的卻是充滿刻板印象的符號堆砌。,0
故事的對白過於稀少，許多需要解釋的地方都用沉默帶過，故弄玄虛。,0
這部電影濫用了視覺特效，導致畫面看起來像一部廉價的電玩遊戲。,0
影片的結局非常潦草，許多重要的情節都沒有交代清楚就結束了。,0
這是一部非常虛偽的電影，打著藝術的幌子，實際上卻是商業投機。,0
這部續作成功地擴展了前作的世界觀，並且講述了一個更宏大的故事。,1
影片的 práctical effects（實體特效）做得非常逼真，比電腦特效更具質感。,1
故事的非線性敘事結構玩得非常溜，最後拼湊出真相時讓人恍然大悟。,1
這部電影是一堂關於寬恕與和解的課，溫暖了所有人的心。,1
影片的聲音剪輯非常出色，將對白、音效和音樂完美地融合在一起。,1
這部電影的價值在於它的思想性，它迫使你思考一些從未想過的問題。,1
故事的節奏由慢到快，層層遞進，最終在高潮處徹底爆發，非常過癮。,1
影片的服裝細節非常考究，連一顆鈕扣都符合那個時代的樣式。,1
這部電影成功地塑造了一個極具魅力的反英雄角色，讓人又愛又恨。,1
這是一部後勁十足的電影，看完後的幾天裡，腦海中還會不斷浮現它的畫面。,1
這部續作完全是在消費前作的情懷，故事內容空洞乏味。,0
影片的實體特效看起來非常笨拙和過時，還不如用電腦特效。,0
故事的非線性敘事結構完全是在炫技，把一個簡單的故事搞得支離破碎。,0
這部電影說教味太濃，不斷地向觀眾灌輸一些空洞的大道理。,0
影片的聲音剪輯一團糟，經常出現音畫不同步或者音量忽大忽小的問題。,0
這部電影毫無思想性，只是一部消磨時間的快餐式娛樂產品。,0
故事的節奏從頭到尾都非常平淡，沒有任何高潮，像一條直線。,0
影片的服裝看起來非常廉價，像是從二手市場淘來的。,0
這部電影的反英雄角色塑造得非常失敗，只讓人感到了厭惡。,0
這是一部看的時候很熱鬧，但看完就忘記的電影，沒有任何回味的價值。,0
影片對於權力腐敗的描寫入木三分，是一部極具現實意義的政治驚悚片。,1
導演在場面調度上展現了驚人的才華，即使是上百人的場景也井井有條。,1
這部電影的劇本堪稱教科書級別，起承轉合的安排都恰到好處。,1
影片的幽默感是建立在對生活細節的精準觀察之上的，非常高級。,1
故事的角色弧光非常完整，主角在經歷了一系列事件後獲得了真正的成長。,1
這部電影的攝影充滿了詩意，將平凡的場景拍出了令人心醉的美感。,1
影片的配樂充滿了懸疑感，每一個音符都在挑動觀眾緊張的神經。,1
這是一部真正屬於大銀幕的電影，其視聽體驗是無可替代的。,1
故事雖然是幻想題材，但其內核卻是在探討非常現實的人際關係。,1
影片的結局給予了觀眾一個 catharsis（情感宣洩）的出口，非常暢快。,1
這部電影對政治的描寫非常幼稚和表面化，缺乏深度。,0
導演在處理大場面時顯得力不從心，整個場景看起來混亂不堪。,0
這部電影的劇本充满了陳詞濫調和俗套的情節，毫無新意。,0
影片的幽默感非常刻意和尷尬，像是硬塞進去的笑話。,0
故事的角色從頭到尾都沒有任何變化，是一個完全平面的工具人。,0
這部電影的攝影非常平庸，就像是隨手拍的家庭錄影帶。,0
影片的配樂非常吵鬧，從頭到尾都在轟炸觀眾的耳朵。,0
這是一部在小螢幕上看就足夠的電影，完全沒有去電影院的必要。,0
故事打著幻想的旗號，實際上卻是在重複一些無聊的愛情戲碼。,0
影片的結局讓人感到憋屈，積攢的情緒完全沒有得到釋放。,0
導演對細節的痴迷程度令人敬佩，電影中的每一個道具都有其存在的意義。,1
這是一部非常安靜的電影，但它所蘊含的情感力量卻足以震撼人心。,1
影片的藝術指導功不可沒，創造了一個既華麗又頹廢的美學世界。,1
這部電影的劇本對白極其出色，充滿了智慧的火花和潛台詞。,1
故事的悲劇核心具有古典戲劇的力量，引人深思。,1
影片的剪輯點選擇非常精準，賦予了電影獨特的呼吸感。,1
這是一部充滿了童趣和想像力的電影，喚醒了沉睡的童心。,1
演員之間的默契感十足，彷彿他們已經認識了很多年。,1
故事的結局是開放式的，但卻給人留下了希望的微光。,1
這部電影的攝影風格極簡，卻充滿了力量。,1
影片的敘事結構非常巧妙，像一個俄羅斯套娃，層層深入。,1
這是一部讓人從頭哭到尾的電影，情感衝擊力極強。,1
故事的角色塑造非常成功，即使是小配角也讓人印象深刻。,1
影片的配樂帶有濃郁的地域風情，非常有感染力。,1
這部電影是一次成功的類型顛覆，讓人耳目一新。,1
導演的個人風格在這部作品中得到了最完美的體現。,1
故事的細節描寫非常真實，彷彿就發生在我們身邊。,1
這部電影的視覺特效與實景拍攝結合得天衣無縫。,1
影片的結局充滿了諷刺意味，是對現實的辛辣批判。,1
這是一部需要靜下心來細細品味的電影，浮躁的人是看不懂的。,1
故事的主題非常宏大，探討了關於生命和宇宙的終極問題。,1
影片的色彩運用像一首詩，每一種顏色都有其象徵意義。,1
這部電影的劇本對白極其乏味，充滿了無意義的閒聊。,0
故事的悲劇是硬凑的，為了悲傷而悲傷，非常刻意。,0
影片的剪輯點非常奇怪，經常在情緒高潮時切斷。,0
這是一部充滿了成人式油膩的電影，讓人感到不適。,0
演員之間毫無默契，對手戲看起來像是在各演各的。,0
故事的結局是開放式的，但更像是編劇不知道如何收尾。,0
這部電影的攝影風格極其單調，缺乏任何美感。,0
影片的敘事結構故弄玄虛，把一個簡單的故事複雜化。,0
這是一部讓人從頭笑到尾的電影，因為它實在是太爛了。,0
故事的角色塑造非常失敗，所有角色都像是同一個模子刻出來的。,0
影片的配樂非常嘈雜，從頭到尾都在干擾觀眾。,0
這部電影是對經典類型的拙劣模仿，畫虎不成反類犬。,0
導演的個人風格在這部作品中完全失控，變成了一場災難。,0
故事的細節描寫非常虛假，完全脫離了現實生活。,0
這部電影的視覺特效與實景拍攝格格不入，看起來非常假。,0
影片的結局充滿了說教意味，讓人感到厭煩。,0
這是一部非常膚淺的電影，沒有任何值得思考的地方。,0
故事的主題雖然宏大，但探討得卻非常淺薄。,0
影片的色彩運用非常混亂，像打翻了的調色盤。,0
這部電影的節奏慢得像烏龜爬，挑戰觀眾的忍耐極限。,0
故事的轉折毫無邏輯，編劇的思路天馬行空。,0
影片的音效設計非常刺耳，讓人坐立難安。,0
這部電影的演員演技集體掉線，堪稱一場表演災難。,0
故事的內核是空洞的，華麗的外表下什麼都沒有。,0
影片的攝影抖動得厲害，看得人頭暈。,0
這是一部三觀不正的電影，宣揚了錯誤的價值觀。,0
故事的情節充满了都合主義，角色遇到的所有困難都能輕鬆解決。,0
電影的配樂完全是抄襲的，能聽出許多其他電影的影子。,0
影片的字幕翻譯質量極差，許多地方都詞不達意。,0
這是一部被過度宣傳的電影，實際質量與口碑嚴重不符。,0
故事的結局侮辱了觀眾的智商。,0
這部電影的化妝技術堪稱一絕，特別是老年妝和特效妝，完全看不出破綻。,1
影片的敘事節奏非常獨特，前緩後急，結尾的爆發力讓人印象深刻。,1
導演成功地將一部文學名著影像化，既忠於原著精神，又充滿了電影的魅力。,1
這部電影的群戲調度非常出色，每個角色都有自己的高光時刻，沒有被邊緣化。,1
影片中的幽默感是建立在對現實生活的諷刺之上，讓人笑中帶淚。,1
故事的結局雖然悲傷，但也充滿了對人性的溫柔與理解，是一部有溫度的電影。,1
這部電影的音效設計非常出色，特別是環境音的處理，營造了極強的沉浸感。,1
演員的表演非常有層次感，從細微的表情變化中就能看出角色的內心掙扎。,1
影片的攝影風格充滿了詩意，每一幀畫面都像是一首優美的散文詩。,1
這部電影成功地將兩種截然不同的類型片融合在一起，創造了全新的觀影體驗。,1
故事中關於家庭關係的探討非常真實，讓人感同身受。,1
影片的服裝設計非常考究，完美地還原了那個時代的風貌。,1
這部電影的配樂非常動人，旋律和歌詞都與電影的主題完美契合。,1
導演在處理大場面時展現了驚人的掌控力，場面調度井井有條。,1
影片的剪輯非常流暢，故事的起承轉合都恰到好處。,1
這部電影的劇本非常紮實，故事的邏輯和人物動機都非常清晰。,1
演員們的化學反應非常出色，他們之間的互動充滿了火花。,1
這部電影的視覺效果非常震撼，特別是特效場面的處理，讓人嘆為觀止。,1
故事的結局充滿了希望，給予了觀眾面對困境的勇氣。,1
這部電影是一部充滿了誠意的作品，每一個細節都看得出製作團隊的用心。,1
導演在營造懸疑氣氛方面是個高手，整部片都充滿了緊張感。,1
這部電影成功地將嚴肅的議題用一種輕鬆幽默的方式呈現出來。,1
影片的色彩運用非常大膽，每一種顏色都充滿了象徵意義。,1
故事中關於友誼的描寫非常感人，讓人對真摯的情感產生嚮往。,1
這部電影的動作場面設計得非常精彩，充滿了力量感和美感。,1
演員的表演非常自然，讓人感覺他們就是故事中的角色。,1
這部電影的敘事手法非常新穎，給人耳目一新的感覺。,1
影片的配樂非常有特色，為電影增添了獨特的魅力。,1
故事的結局出人意料，讓人回味無窮。,1
這部電影是一部充滿了正能量的作品，讓人看完後心情愉悅。,1
影片的攝影風格非常獨特，充滿了藝術感。,1
這部電影成功地將觀眾帶入了一個充滿奇幻色彩的世界。,1
故事中關於愛情的描寫非常細膩，讓人為之動容。,1
影片的服裝設計非常華麗，給人一種視覺上的享受。,1
這部電影的節奏掌握得非常好，讓人看得非常過癮。,1
演員們的表演都非常到位，沒有一個是拖後腿的。,1
這部電影的劇本寫得非常好，故事的情節跌宕起伏。,1
影片的特效場面非常逼真，讓人身臨其境。,1
故事的結局非常圓滿，讓人心滿意足。,1
這部電影是一部非常優秀的作品，值得一看再看。,1
導演在處理感情戲時顯得非常笨拙，完全無法打動觀眾。,0
這部電影的節奏非常拖沓，讓人看得昏昏欲睡。,0
影片的剪輯非常混亂，故事的邏輯完全是跳躍的。,0
故事的結局非常草率，許多問題都沒有得到解決。,0
這部電影的對白非常空洞，充滿了陳詞濫調。,0
影片的特效非常廉價，看起來非常虛假。,0
故事的角色塑造非常失敗，每個角色都像是紙片人。,0
這部電影的配樂非常難聽，完全破壞了電影的氛圍。,0
演員的選角非常失敗，完全不符合角色的形象。,0
導演在處理敏感題材時顯得非常輕率，缺乏應有的尊重。,0
這部電影對原著的改編非常失敗，完全失去了原著的精髓。,0
影片的結局非常敷衍，給人一種被欺騙的感覺。,0
角色之間的衝突非常假，像是為了製造戲劇性而刻意為之。,0
這部電影的音效設計非常刺耳，讓人感到不適。,0
導演的個人風格過於強烈，使得電影變得難以理解。,0
這部電影只是對過去成功作品的拙劣模仿，毫無新意。,0
故事的節奏完全失衡，前半段無聊，後半段又過於倉促。,0
這部電影的幽默感非常低級，讓人笑不出來。,0
演員的演技非常差，讓人感覺像是在看一場業餘表演。,0
這部電影充滿了說教意味，讓人感到厭煩。,0
故事的主題太過時了，缺乏對當代社會的反思。,0
電影的色彩運用過於單調，缺乏視覺上的吸引力。,0
這部電影是徹頭徹尾的失敗，沒有任何值得稱讚的地方。,0
故事的高潮部分完全沒有達到預期的效果，讓人失望。,0
這部電影是對觀眾智商的挑戰，許多情節都缺乏基本的邏輯。,0
演員的眼神戲非常空洞，完全無法傳達出角色的情感。,0
影片的敘事視角混亂，讓人不知道該跟隨哪個角色的故事線。,0
這部電影的主題非常模糊，看完後完全不清楚導演想表達什麼。,0
角色之間的對白非常不自然，充滿了生硬的文學腔。,0
這部電影是典型的爛片，沒有任何可取之處。,0
這部電影的轉場設計非常糟糕，完全破壞了電影的沉浸感。,0
影片的幽默感是建立在對弱勢群體的嘲諷之上，讓人感到不適。,0
這部電影的核心創意非常好，但執行層面完全失敗。,0
演員之間的化學反應非常差，讓人感覺他們是陌生人。,0
這部電影是純粹的商業垃圾，毫無藝術價值。,0
這部電影是對電影藝術的一次褻瀆。,0
這部電影的主題曲非常刺耳，完全不符合電影的氛圍。,0
這部電影是對電影工業的一次恥辱。,0
這部電影只是為了迎合某些潮流而製作的跟風之作。,0
這部電影是今年最差的電影，沒有之一。,0
這部電影的主題曲非常吵鬧，讓人無法專注於劇情。,0
這部電影是對電影工業的一次諷刺。,0
這部電影只是為了賺錢而製作的速食電影。,0
這部電影是今年最令人失望的電影。,0
這部電影的主題曲非常難聽，讓人想立刻關掉。,0
這部電影是對電影藝術的一次嘲諷。,0
這部電影只是為了迎合低級趣味而製作的。,0
這部電影是對電影工業的一次侮辱。,0
這部電影的主題曲非常不和諧，讓人感到煩躁。,0
這部電影是對電影藝術的一次背叛。,0
影片的服裝設計非常可笑，完全不符合角色的身份。,0
這部電影只是為了迎合政治正確而製作的。,0
故事的主題非常膚淺，沒有任何探討的價值。,0
電影的節奏非常混亂，讓人看得心煩意亂。,0
這部電影是對觀眾時間的浪費。,0
影片的攝影風格非常單調，缺乏美感。,0
故事中充滿了不必要的煽情和狗血。,0
導演的個人風格過於晦澀，使得電影變得難以入口。,0
這部電影的結尾令人感到不解，完全沒有邏輯。,0
演員的演技完全是木頭人。,0
影片的音效設計非常廉價，缺乏質感。,0
這部電影的主題曲非常過時，讓人感到尷尬。,0
故事的邏輯完全是混亂的，讓人無法理解。,0
電影的色彩運用非常俗氣，缺乏品味。,0
這部電影是對電影工業的一次打擊。,0
影片的剪輯非常跳躍，讓人感到頭暈。,0
故事的發展完全是意料之中，毫無驚喜。,0
導演的鏡頭運用非常單一，缺乏變化。,0
這部電影的對白充滿了無意義的重複。,0
演員之間的化學反應非常尷尬，讓人想快轉。,0
影片的服裝設計非常不專業，充滿了錯誤。,0
這部電影只是為了迎合粉絲而製作的。,0
故事的主題非常陳腐，沒有任何新意。,0
電影的節奏非常緩慢，讓人想睡覺。,0
這部電影是對觀眾耐心的一次考驗。,0
影片的攝影風格非常平淡，缺乏特色。,0
故事中充滿了不必要的說教和灌輸。,0
導演的個人風格過於沉悶，使得電影變得乏味。,0
這部電影的結尾令人感到不爽，完全是爛尾。,0
演員的演技完全是業餘水平。,0
影片的音效設計非常糟糕，完全是噪音。,0
這部電影的主題曲非常難聽，讓人想靜音。,0
故事的邏輯完全是崩潰的，無法自圓其說。,0
這部電影是對電影工業的一次嘲笑。,0
影片的剪輯非常破碎，讓人無法理解故事。,0
故事的發展完全是亂七八糟，毫無章法。,0
導演的鏡頭運用非常笨拙，缺乏技巧。,0
這部電影的對白充滿了無聊的廢話。,0
演員之間的化學反應非常冷淡，毫無火花。,0
影片的服裝設計非常不搭，讓人齣戲。,0
這部電影只是為了迎合某些群體而製作的。,0
故事的主題非常淺薄，沒有任何深度。,0
電影的節奏非常快，讓人跟不上。,0
這部電影是對觀眾的一次折磨。,0
影片的攝影風格非常老舊，缺乏現代感。,0
導演的個人風格過於保守，使得電影缺乏創意。,0
這部電影的結尾令人感到困惑，完全看不懂。,0
演員的演技完全是僵硬的。,0
影片的音效設計非常單調，缺乏變化。,0
這部電影的主題曲非常不搭，完全是多餘的。,0
故事的邏輯完全是幼稚的。,0
電影的色彩運用非常單一，缺乏層次。,0
這部電影是對電影藝術的一次侮辱。,0
影片的剪輯非常糟糕，讓人看得眼花繚亂。,0
故事的發展完全是脫離現實，毫無根據。,0
導演的鏡頭運用非常平庸，沒有任何驚喜。,0
演員之間的化學反應非常冷漠，讓人感到疏遠。,0
故事的主題非常空洞，沒有任何內涵。,0
電影的節奏非常不穩定，讓人感到不安。,0
這部電影是對電影工業的一次羞辱。,0
影片的攝影風格非常俗氣，缺乏品味。,0
導演的個人風格過於平淡，使得電影毫無特色。,0
演員的演技完全是不可接受的。,0
影片的音效設計非常粗糙，充滿了噪音。,0
故事的邏輯完全是胡說八道。,0
電影的色彩運用非常灰暗，讓人心情壓抑。,0
影片的剪輯非常不流暢，讓人感覺卡頓。,0
故事的發展完全是荒謬的。,0
導演的鏡頭運用非常刻板，缺乏變化。,0
